household_email	appliance_number	manufacturer_name	model	cooktop_heat_source	dryer_heat_source	oven_type	oven_heat_sources	refrigerator_type	display_size	display_type	resolution	washer_load_type
nmaile@stanredtax.com	4	Varfropanax Holdings Corp.	Varglibin	radiant electric		conventional	electric					
dmoyd@plusstrip.com	4	Varfropanax Holdings Corp.	Varrobeficator	electric		convection	electric					
dwitten@treequote.com	4	Varfropanax Holdings Corp.	Winjubexentor	gas		conventional	microwave					
epalaia@scottech.com	4	Varfropazz Direct Group			electric							
sangalich@betatech.com	4	Varfropazz Direct Group			none							
rmotley@groovestreet.com	4	Varfropazz Direct Group	Barpickexistor		gas							
jmauson@ontomedia.com	4	Varfropazz Direct Group	Frosapistor		electric							
lgobern@conecom.com	4	Varfropazz Direct Group	Tipsipentor		electric							
csarbacher@xx-holding.com	4	Varhupilor Holdings	Endwerpilower						60	LCD	2160p (4K)	
saquas@donquadtech.com	4	Varhupilor Holdings	Haptanex						35	LED	2160p (4K)	
rmclaird@conecom.com	4	Varhupilor Holdings	Thrududistor						60	LED	1080i	
daquas@plussunin.com	4	Varhupilor Holdings	Uphupegantor						30	LCD	1080i	
csengbusch@dalttechnology.com	4	Varhupilor Holdings	Uphupegantor						50	LCD	1080i	
gcentini@singletechno.com	4	Varhupilor Holdings	Zeetumar						25	LCD	1080i	
kfarrar@ontomedia.com	4	Varjubommistor Direct Group	Endrobonentor						40	LCD	1080p	
sneither@plexzap.com	4	Varjubommistor Direct Group	Qwitumonax						65	LED	2160p (4K)	
lgellinger@treequote.com	4	Varjubommistor Direct Group	Tupfropex						80	plasma	2160p (4K)	
hhochard@kinnamplus.com	4	Varjubommistor Direct Group	Varpebexin						60	LCD	1080i	
vohms@green-plus.com	4	Varjubommistor Direct Group	Vartanover						70	LCD	1080i	
cbennick@ontomedia.com	4	Varjubommistor Direct Group	Varvenex						75	LED	1080p	
lshadrick@codehow.com	4	Varjubower  Corp.						upright freezer				
gjuhas@opentech.com	4	Varjubower  Corp.	Adhupedicator					side-by-side				
mmarrier@year-job.com	4	Varjubower  Corp.	Lomdudupor					top freezer				
bschmaltz@goodsilron.com	4	Varjubower  Corp.	Thrufropan					top freezer				
tbrucato@groovestreet.com	4	Varkilamover WorldWide						bottom freezer				
temigh@konex.com	4	Varkilamover WorldWide						side-by-side				
ckiel@sunnamplex.com	4	Varkilamover WorldWide	Hapwerpor					side-by-side				
ndubaldi@singletechno.com	4	Varkilamover WorldWide	Qwitumadantor					bottom freezer				
vrhoden@isdom.com	4	Varkilamover WorldWide	Tiperopan					french door				
lchesterfield@mathtouch.com	4	Varkilamover WorldWide	Unjubupistor					bottom freezer				
ibutt@rundofase.com	4	Varkilamover WorldWide	Zeefropexar					bottom freezer				
amunis@blackzim.com	4	Varkilantor International	Doperimax					side-by-side				
wstorment@rangreen.com	4	Varkilantor International	Zeevenover					bottom freezer				
fcookey@inity.com	4	Varkilepover Direct	Lomfropadicator		gas							
jdhamer@sumace.com	4	Varkilepover Direct	Zeepickewantor		none							
ldallen@j-texon.com	4	Varkilepover Direct	Zeetuman		gas							
cthreets@sumace.com	4	Varnipantor Holdings	Adtanazz	radiant electric								
rkorando@codehow.com	4	Varnipantor Holdings	Lomerplantor			conventional	gas;electric;microwave					
kgrenet@statholdings.com	4	Varnipantor Holdings	Unbanover			conventional	gas					
jweirather@year-job.com	4	Varnipantor Holdings	Winsipexex	gas		convection	electric					
lgato@condax.com	4	Varpebewicator Direct	Haphupexistor			convection	gas;microwave					
aslayton@isdom.com	4	Varpebewicator Direct	Monbanicator	induction								
rsuell@singletechno.com	4	Varpebewicator Direct	Monerex	gas		conventional	electric;gas					
dmunns@lexiqvolax.com	4	Varquestentor Direct	Enddimax			conventional	electric;gas					
amaile@rangreen.com	4	Varquestentor Direct	Thrusapentor			conventional	microwave;electric					
edaufeldt@konex.com	4	Varquestentor Direct	Upwerpantor	gas		convection	gas;electric;microwave					
hkippley@groovestreet.com	4	Varsapower WorldWide	Doperinantor						55	plasma	1080i	
slacovara@konmatfix.com	4	Varsapower WorldWide	Emhupador						45	LCD	2160p (4K)	
lgrenet@scotfind.com	4	Varsapower WorldWide	Endtinanar						70	LED	1080i	
cmerced@scotfind.com	4	Varsapower WorldWide	Klifroponin						50	LCD	2160p (4K)	
dmenter@opentech.com	4	Varsapower WorldWide	Updimin						45	plasma	1080i	
mkannady@zathunicon.com	4	Varsapower WorldWide	Zeeglibamor						55	LED	2160p (4K)	
vkolmetz@singletechno.com	4	Varsipazz Direct	Hapfropover						50	LED	2160p (4K)	
lstorment@konex.com	4	Varsipazz Direct	Tipwerpedentor						30	DLP	576i	
jreiber@faxquote.com	4	Vartanazz International	Gropickedicator					french door				
lbourbon@scottech.com	4	Vartanazz International	Hapdimefazz					upright freezer				
sohms@dambase.com	4	Vartanazz International	Moncadover					bottom freezer				
eschmierer@mathtouch.com	4	Vartanazz International	Surhupin					chest freezer				
swalthall@scottech.com	4	Vartanicator  Group	Invenor	gas		convection	electric;microwave					
kkardas@kinnamplus.com	4	Vartanicator  Group	Lompeban	gas								
jyaw@ontomedia.com	4	Vartanicator  Group	Lomtinex	gas								
ttimenez@betatech.com	4	Vartanicator  Group	Retumamentor	electric		convection	gas					
tkarpin@streethex.com	4	Vartanicator  Group	Tipbanommax	electric								
skulzer@toughzap.com	4	Vartanicator  Group	Tipsapover	radiant electric		conventional	gas					
agoldammer@zathunicon.com	4	Vartanicator  Group	Zeesipicator			conventional	electric;microwave					
aeschberger@ron-tech.com	4	Vartanover	Monjubentor					top freezer				
cshadrick@konmatfix.com	4	Vartinax International Corp.	Ciptinedgan						65	DLP	1080i	
cgwalthney@treequote.com	4	Vartinax International Corp.	Lomrobedgar						45	plasma	4320p (8K)	
lvarriano@plusstrip.com	4	Vartinax International Corp.	Parquestexistor						75	DLP	2160p (4K)	
ychickering@warephase.com	4	Vartinax International Corp.	Varericator						50	tube	4320p (8K)	
lisaacs@zoomit.com	4	Vartinax International Corp.	Zeequestar						65	LED	2160p (4K)	
bfrancescon@y-corporation.com	4	Vartumackicator  Company	Addimexan						50	LED	4320p (8K)	
lhoffis@ganjaflex.com	4	Vartumackicator  Company	Hapfropover						45	LED	2160p (4K)	
cabdallah@codehow.com	4	Vartumackicator  Company	Qwirobantor						65	LCD	2160p (4K)	
rmalvin@finhigh.com	4	Vartumackicator  Company	Raprobantor						55	LED	480i	
dpelkowski@mathtouch.com	4	Vartumackicator  Company	Supcadewax						55	LCD	720p	
awesterbeck@codehow.com	4	Vartumackicator  Company	Tipdimar						25	plasma	2160p (4K)	
tfeichtner@zoomit.com	4	Vartumackicator  Company	Tipzapin						45	LED	1080i	
drodenberger@hottechi.com	4	Vartumackicator  Company	Trutinimicator						75	DLP	1080i	
jsengbusch@opentech.com	4	Vartumackicator  Company	Zeesipplax						50	LED	480i	
fkannady@labdrill.com	4	Varvenower Direct	Cipglibplan						65	plasma	2160p (4K)	
bhalter@xx-holding.com	4	Varvenower Direct	Tipzapin						45	plasma	1080i	
lkeener@goodsilron.com	4	Varvenower Direct	Winsapimax						30	LED	720p	
kkeneipp@betatech.com	4	Varwerilicator	Grobanor					bottom freezer				
kkaniecki@betatech.com	4	Varwerilicator	Tipquestover					chest freezer				
lcookey@treequote.com	4	Varwerilicator	Tupzapinar					top freezer				
pdiestel@scotfind.com	4	Varwerin International Corp.	Barmunaquistor	induction		conventional	electric					
kcaiafa@zathunicon.com	4	Varwerinazz	Endpebamin						65	LED	576i	
mgarufi@toughzap.com	4	Varwerinazz	Lomjubanicator						45	plasma	480i	
gbilden@cancity.com	4	Varwerinazz	Lomnipegor						25	LED	1440p	
xflister@y-corporation.com	4	Varwerinazz	Qwiquestefar						40	tube	4320p (8K)	
mkeneipp@newex.com	4	Varwerinazz	Raptinplover						60	LED	4320p (8K)	
cperigo@xx-zobam.com	4	Varwerinazz	Vartanover						65	LCD	2160p (4K)	
cluczki@betatech.com	4	Varwerpanover	Barquestin		none							
ewildfong@domzoom.com	4	Varwerpanover	Dopdudin		gas							
cspickerman@hottechi.com	4	Varwerpanover	Endpickistor		none							
mwaycott@openlane.com	4	Varwerpanover	Parzapower		electric							
lyum@dambase.com	4	Varwerpanover	Trutumor		gas							
lbowley@dambase.com	4	Varwerpanover	Zeeglibplentor		electric							
tbennick@stanredtax.com	4	Varwerpanover	Zeepickewantor		electric							
amallett@year-job.com	4	Varwerpazz Direct	Adquestanistor		electric							
akolmetz@finjob.com	4	Varwerpazz Direct	Emhupaquower		gas							
qstrassner@newex.com	4	Varwerpazz Direct	Enderistor		gas							
nkarpel@statholdings.com	4	Varwerpazz Direct	Endglibicator		gas							
njayson@y-corporation.com	4	Varwerpazz Direct	Insipor		electric							
gblackwood@nam-zim.com	4	Varwerpazz Direct	Tipvenex		electric							
agehrett@golddex.com	4	Varwerpewax Holdings	Adkilor	radiant electric		conventional	gas;electric					
opinilla@conecom.com	4	Varwerpewax Holdings	Frorobistor	induction		conventional	gas					
kmatuszak@rantouch.com	4	Varwerpewax Holdings	Hapzapistor			convection	microwave;gas					
nkippley@gogozoom.com	4	Varwerpewax Holdings	Moncadistor	radiant electric		conventional	gas					
tscriven@xx-holding.com	4	Varwerpewax Holdings	Monsipommistor			convection	electric;microwave					
darias@zathunicon.com	4	Varwerpewax Holdings	Winweregicator	gas		convection	microwave;electric					
shamilton@plusstrip.com	4	Varzapicator Direct Corp.	Frotumilax						80	LED	480i	
rrodeigues@blackzim.com	4	Varzapicator Direct Corp.	Lomjubanicator						85	LCD	1080p	
anestle@konex.com	4	Varzapicator Direct Corp.	Mondimplin						55	LCD	1080p	
lgrenet@conecom.com	4	Varzapicator Direct Corp.	Monglibollistor						70	LCD	1080p	
cwolny@cancity.com	4	Varzapicator Direct Corp.	Raptinplover						70	LCD	2160p (4K)	
cvizarro@codehow.com	4	Varzapicator Direct Corp.	Resapedar						45	LCD	2160p (4K)	
memigh@hottechi.com	4	Varzapicator Direct Corp.	Surpebonazz						65	LED	720p	
bpontoriero@bioplex.com	4	Varzapicator Direct Corp.	Thrubanilar						70	LED	2160p (4K)	
ehoa@plussunin.com	4	Varzapicator Direct Corp.	Unquestadazz						60	LED	4320p (8K)	
peroman@betatech.com	4	Varzapicator Direct Corp.	Winerentor						70	LED	2160p (4K)	
lsawchuk@opentech.com	4	Varzapicator Direct Corp.	Zeedimazz						25	LCD	1080p	
ibuzick@newex.com	4	Winbanin Holdings Inc	Endpickover						35	LED	2160p (4K)	
mbiddy@sonron.com	4	Winbanin Holdings Inc	Untanollistor						65	LED	2160p (4K)	
cperez@faxquote.com	4	Windudantor International Inc	Barcadopax						80	LED	2160p (4K)	
mpoullion@ontomedia.com	4	Windudantor International Inc	Emmunor						35	LCD	1080p	
ssilvestrini@isdom.com	4	Windudantor International Inc	Hapjubar						55	LCD	480i	
mdubaldi@zencorporation.com	4	Windudantor International Inc	Hapsipefor						70	LED	1080p	
jkohnert@newex.com	4	Windudantor International Inc	Monglibewar						25	plasma	1080p	
bleinenbach@year-job.com	4	Winfropanover International						bottom freezer				
lmodzelewski@sunnamplex.com	4	Winfropanover International						chest freezer				
sheintzman@isdom.com	4	Winfropanover International	Barglibin					bottom freezer				
rarceo@funholding.com	4	Winfropanover International	Qwifropepicator					top freezer				
ahanafan@zumgoity.com	4	Winfropanover International	Recadicentor					top freezer				
mhellickson@hatfan.com	4	Winglibower  Company	Adpebeficator	radiant electric		conventional	electric					
jtimenez@konmatfix.com	4	Winglibower  Company	Barweramantor	electric								
tflosi@betatech.com	4	Winglibower  Company	Rejubefistor			conventional	microwave;gas;electric					
kvocelka@mathtouch.com	4	Winglibower  Company	Supwerpover	gas		convection	electric;gas					
ehoffis@zumgoity.com	4	Winglibower  Company	Survenin	gas								
yeroman@gogozoom.com	4	Winglibower  Company	Zeedimower	induction		conventional	gas;electric;microwave					
kupthegrove@toughzap.com	4	Winhupex Holdings Company			electric							
chidvegi@lexiqvolax.com	4	Winhupex Holdings Company	Qwinipedicator		none							
sharnos@bioplex.com	4	Winhupex Holdings Company	Surtumexicator		none							
tsetter@newex.com	4	Winhupex Holdings Company	Trutumor		gas							
jankeny@singletechno.com	4	Winhupex Holdings Company	Uneredgex		gas							
wsyrop@condax.com	4	Winhupex Holdings Company	Varsipegex		electric							
sgiguere@zencorporation.com	4	Winjubentor Direct Group						bottom freezer				
tpugh@xx-holding.com	4	Winjubentor Direct Group						bottom freezer				
crulapaugh@golddex.com	4	Winjubentor Direct Group						french door				
rsamara@labdrill.com	4	Winjubentor Direct Group						side-by-side				
hvinning@singletechno.com	4	Winjubentor Direct Group						top freezer				
dmauson@lexiqvolax.com	4	Winjubentor Direct Group						chest freezer				
ldrymon@faxquote.com	4	Winjubentor Direct Group	Suprobimin					top freezer				
epoquette@plussunin.com	4	Winjubentor Direct Group	Thrufropan					upright freezer				
chochard@zathunicon.com	4	Winjubentor Direct Group	Thruzapantor					chest freezer				
kfern@ontomedia.com	4	Winjubentor Direct Group	Unbanomman					chest freezer				
rmeinerding@green-plus.com	4	Winkilinan International			gas							
sshealy@conecom.com	4	Winkilinan International			none							
clouissant@zumgoity.com	4	Winkilinan International	Doprobazz		none							
lklusman@dambase.com	4	Winkilinan International	Monglibadover		none							
mperruzza@konex.com	4	Winkilinan International	Supdudicator		gas							
gsuffield@funholding.com	4	Winkilinan International	Tippebex		electric							
akonopacki@sumace.com	4	Winkilinan International	Unglibplax		gas							
nraymo@streethex.com	4	Winkilinan International	Zeehupantor		electric							
remard@xx-holding.com	4	Winmunilan	Ciptinedgan						45	DLP	1080i	
ctheodorov@finjob.com	4	Winmunilan	Klifroponin						65	DLP	480i	
opaprocki@zoomit.com	4	Winmunilan	Monglibollistor						60	LED	2160p (4K)	
aparlato@goodsilron.com	4	Winmunilan	Monquestover						30	LED	2160p (4K)	
lberray@plussunin.com	4	Winmunilan	Tipwerpedentor						50	plasma	2160p (4K)	
cnicolozakes@plusstrip.com	4	Winmunilan	Tipzapin						40	LCD	1080i	
xdopico@opentech.com	4	Winmunilan	Trucadackex						80	LED	1080p	
vzane@golddex.com	4	Winmunilan	Truhupollantor						45	DLP	1440p	
jchavous@mathtouch.com	4	Winnipazz International Group	Rappeban		none							
tpedrozo@j-texon.com	4	Winnipazz International Group	Rebanackover		gas							
trodenberger@lexiqvolax.com	4	Winnipazz International Group	Tipnipilistor		gas							
laquas@blackzim.com	4	Winnipazz International Group	Unzapican		electric							
vestell@betatech.com	4	Winnipazz International Group	Vartinistor		gas							
mberray@finjob.com	4	Winpickower						bottom freezer				
jloader@hottechi.com	4	Winpickower						french door				
hhochard@zotware.com	4	Winpickower	Monjubentor					top freezer				
anachor@finhigh.com	4	Winquestedgazz  Inc	Cipvenadicator						40	LED	576i	
jventura@doncon.com	4	Winquestedgazz  Inc	Endkilazz						55	LED	1440p	
ashinko@opentech.com	4	Winquestedgazz  Inc	Raprobantor						30	LCD	2160p (4K)	
bgato@gogozoom.com	4	Winquestedgazz  Inc	Supcadewax						55	LED	1080p	
ychavous@labdrill.com	4	Winquestedgazz  Inc	Supsapax						50	LED	1080i	
jgesick@rantouch.com	4	Winquestedgazz  Inc	Supsapor						35	LED	4320p (8K)	
lzepp@finhigh.com	4	Winquestedgazz  Inc	Tiphupicator						80	LED	1080p	
ehellickson@funholding.com	4	Winquestedgazz  Inc	Tipzapin						45	LCD	2160p (4K)	
lbreland@ganjaflex.com	4	Winquestedgazz  Inc	Zeedudistor						100	plasma	2160p (4K)	
rmenter@mathtouch.com	4	Winquestonin Direct Group	Barwerpilistor	gas		conventional	gas					
jdiscipio@openlane.com	4	Winquestonin Direct Group	Cipdimazz	induction								
jkitty@zathunicon.com	4	Winquestonin Direct Group	Tuprobanantor	radiant electric								
mmclaird@zoomit.com	4	Winquestonin Direct Group	Upglibicator	radiant electric		conventional	microwave;electric					
ewitten@dambase.com	4	Winquestonin Direct Group	Varglibin	electric								
wfortino@zotware.com	4	Winquestonin Direct Group	Wintanax	gas		conventional	microwave;electric					
therritt@zumgoity.com	4	Winquestonin Direct Group	Zeedimower	radiant electric		conventional	microwave;electric					
schaffins@plussunin.com	4	Winrobonover International		gas		convection	microwave					
bfrey@treequote.com	4	Winrobonover International	Emsipackex	gas		conventional	electric;microwave					
dmoyd@yearin.com	4	Winrobonover International	Endzapinicator			conventional	electric;microwave					
jhalter@cancity.com	4	Winrobonover International	Lomnipanower			conventional	electric;microwave;gas					
bboulter@konex.com	4	Winrobonover International	Rapsipower	radiant electric		convection	microwave					
gtheodorov@funholding.com	4	Winrobonover International	Suptanedgentor	radiant electric								
vweight@sumace.com	4	Winrobonover International	Surpickex	gas								
afortino@scottech.com	4	Winrobonover International	Varwerpanower	radiant electric		conventional	electric;gas					
azagen@plexzap.com	4	Winrobupex WorldWide	Rejubefistor	gas		convection	microwave;electric;gas					
maquas@finhigh.com	4	Winrobupex WorldWide	Supfropantor	induction		conventional	microwave;gas;electric					
gbrideau@lexiqvolax.com	4	Winrobupex WorldWide	Upbanazz	gas		conventional	electric;microwave					
cgleich@sonron.com	4	Winsapicator International	Addimeficator		gas							
sperigo@j-texon.com	4	Winsapicator International	Rapsapefazz		gas							
sherritt@kan-code.com	4	Winsapicator International	Tipvenicator		electric							
gscheyer@sonron.com	4	Winsapplover	Haphupentor					side-by-side				
lfillingim@hottechi.com	4	Winsapplover	Hapwerpor					chest freezer				
eharnos@plussunin.com	4	Winsapplover	Klipickollax					chest freezer				
ssteffensmeier@year-job.com	4	Winsapplover	Qwinipefover					french door				
jjeanty@zumgoity.com	4	Winsapplover	Qwitumadantor					bottom freezer				
mmenter@newex.com	4	Winsapplover	Winmunex					side-by-side				
bhudnall@dalttechnology.com	4	Winsipexar WorldWide	Lomnipanower	radiant electric		convection	microwave;gas					
aonofrio@faxquote.com	4	Winsipexar WorldWide	Parrobazz	radiant electric		conventional	gas;electric;microwave					
csmith@betatech.com	4	Winsipexar WorldWide	Qwifropilistor	induction								
jbruschke@faxquote.com	4	Winsipexar WorldWide	Qwinipamex	radiant electric		conventional	microwave					
famigon@codehow.com	4	Winsipexar WorldWide	Survenin			convection	microwave					
vfallick@doncon.com	4	Winsipexar WorldWide	Tipkilower			conventional	microwave					
